Name,latitude,longitude,Address,IndustryType
offbeat developers private limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",law practice
trilegal,19.006653,72.8323877,"One World Center, Tower 2A and 2B, 10th floor, Senapati Bapat Marg, Lower Parel West, Parel, Mumbai, Maharashtra 400013, India",legal services
economic laws practice (elp),18.9275375,72.8226988,"9th Floor, Mafatlal Centre, Vidhan Bhavan Marg, Nariman Point, Mumbai, Maharashtra 400021, India",legal services
nishith desai associates,18.9253947,72.8235415,"Mittal Court 93-B, Nariman Point, Mumbai, Maharashtra 400021, India",legal services
bombay high court - india,18.9309879,72.8303287,"The Registrar General, Bombay High Court, Mantralaya, Fort, Mumbai, Maharashtra 400032, India",legal services
dsk legal,18.9244431,72.8337569,"C-16, Dhanraj Mahal, 3rd Floor, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India",legal services
juris corp,19.0124591,72.8236011,"302,Century Bhavan,, 3rd Floor, Dr. Annie Besant Road,, Worli, Mumbai, India, Century Bazaar, Prabhadevi, Mumbai, Maharashtra 400030, India",legal services
indialaw,18.9376384,72.8326694,"Ground Floor, Apeejay Chambers, Wallace St, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India",legal services
argus partners (solicitors & advocates),18.9230951,72.8231289,"1st Floor, 11 Free Press House, 215, Free Press Journal Marg, Nariman Point, Mumbai, Maharashtra 400021, India",legal services
western refrigeration private limited,19.1047843,72.8706111,"Office Premises 501, 502, 503, 504, 505 5th Floor, Ascot Centre, Sahar Rd, next to Hotel Hilton, Ashok Nagar, Andheri East, Mumbai, Maharashtra 400099, India",legal services
exactus corporation pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",legal services
rajani associates,18.9354954,72.8288708,"204-207, Krishna Chambers, 59, Vithaldas Churchgate, Nathibai Thackersey Rd, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020, India",legal services
lawquest,18.9169318,72.8175091,"10th Floor, Maker Tower F, 103, Cuffe Parade, Mumbai, Maharashtra 400005, India",legal services
"verus, advocates",18.9260803,72.8277851,"Firuz Ara - West Wing, #15, First Floor, Opp, Madame Cama Rd, Mantralaya, Nariman Point, Mumbai, Maharashtra 400021, India",legal services
a to z services pvt. ltd.,19.0192281,72.8667784,"Co, Ltd, C-339, Antop Hill Rd, Antop Hill Warehousing Complex, Antop Hill, Mumbai, Maharashtra 400037, India",legal services
royzz & co,19.123823,72.8707587,"A-101/102, Floral Deck Plaza, Off, MIDC Central Rd, Seepz, Andheri East, Mumbai, Maharashtra 400093, India",legal services
gagrats,18.9274682,72.8223825,"12th Floor, Nirmal Building, Nariman Point, Marine Lines, Vidhan Bhavan Marg, Nariman Point, Mumbai, Maharashtra 400001, India",legal services
khaitan legal associates,19.012443,72.823602,"1st Floor, Century Bhavan, 771, Dr Annie Besant Rd, Century Bazaar, Worli, Mumbai, Maharashtra 400030, India",legal services
cyber law consulting,19.058278,72.846012,"B-1003, 11, Sarvoday Apartments, Kherwadi Rd, Near Bandra Court, Kherwadi, Bandra East, Kherwadi, Bandra East, Mumbai, Maharashtra 400051, India",legal services
mumbai centre for international arbitration,18.927952,72.8221017,"Enam Sambhav C - 20, G Block, Bandra Kurla Complex, Nariman Point, Mumbai, Maharashtra 400051, India",legal services
legalpundits,19.1219588,72.8673317,"2/903, Lodha Eternis Chs, Rd Number 11, M.I.D.C, Chakala Industrial Area (MIDC), Andheri East, Mumbai, Maharashtra 400093, India",legal services
mzm legal,18.928634,72.833316,"1- D, 1st Floor, One Forbes, Dr.V.B Gandhi Marg, Kalaghoda, Lion Gate, Fort, Mumbai, Maharashtra 400001, India",legal services
ara law,19.0759837,72.8776559,"Mumbai, Maharashtra, India",legal services
complykaro services pvt. ltd.,18.9246347,72.8242683,"207, Dalamal Tower, Free Press Journal Marg, Nariman Point, Mumbai, Maharashtra 400021, India",legal services
advaya legal,19.0603772,72.8652131,"1111, C-Wing, One BKC, 11th Floor, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",legal services
"dh law associates, advocates and solicitors",19.0759837,72.8776559,"Mumbai, Maharashtra, India",legal services
concur ip consulting,19.0759837,72.8776559,"Mumbai, Maharashtra, India",legal services
confidential investigative services pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",legal services
akbar travels of india pvt ltd,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
thomas cook india limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
sotc,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
cleartrip.com,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
kesari tours pvt ltd,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
itl worldƒ?›,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
travelguru,19.2140868,72.864251,"Yatra TG Stays Private Limited 802, 8th Floor, Eureka Towers, C-WING, New Link Rd, Kandivali, Mindspace, Malad West, Mumbai, Maharashtra 400064, India","leisure, travel & tourism"
veena world,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
tamarind global,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
goomo,18.9927749,72.8487424,"Navyug Industrial Estate, T. J. Road, Sewri West, XRVX+4F5, Jamnadas Prabhudas Chawl, Abhyudaya Nagar, Sewri, Mumbai, Maharashtra 400015, India","leisure, travel & tourism"
arzoo.com,19.1206154,72.8700524,"5th Floor, Samruddhi Venture Park, MIDC Central Road, Andheri East, Chakala Industrial Area (MIDC), Andheri East, Mumbai, Maharashtra 400093, India","leisure, travel & tourism"
sotc,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
bonton holidays pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
club7holidays,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
mercury travels ltd,19.1123209,72.8664978,"7th Floor, Suraksha Ace, 34 / 3, Andheri - Kurla Rd, Chakala, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India","leisure, travel & tourism"
tces,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
pan india paryatan pvt. ltd. (esselworld & water kingdom),19.231546,72.8050577,"EsselWorld, Global Pagoda Road, Gorai Island, Borivali West, Mumbai, Maharashtra 400092, India","leisure, travel & tourism"
travelport holidays pvt ltd,19.1338248,72.8373377,"316 Woodrow Building, Veera Desai Road, Andheri West, Industrial Area, Andheri West, Mumbai, Maharashtra 400053, India","leisure, travel & tourism"
lawson travel,18.9344231,72.8357039,"201, Elite Square, 274, Perin Nariman Street, Fort, Borabazar Precinct, Ballard Estate, Fort, Mumbai, Maharashtra 400001, India","leisure, travel & tourism"
abia tours india (p) ltd,19.1046514,72.8861804,"1,Crescent Business Park, New Samhita Commercial Complex, Sakinaka, off Andheri kurla Road, Andheri East, Saki Naka, Mumbai, Maharashtra 400072, India","leisure, travel & tourism"
the wanderers,19.0521665,72.8923463,"9 A, 9th Floor, Plot No.161/A, Clan House, SICH, Hemu Kalani Marg, next to The Acres Club, Sindhi Society, Chembur, Mumbai, Maharashtra 400071, India","leisure, travel & tourism"
tabcab,19.125907,72.854301,"Karmayog Building, A/12, 1st Floor, Parsi Panchayat Road,, Andheri (East), Jijamata Colony, Andheri East, Mumbai, Maharashtra 400069, India","leisure, travel & tourism"
travelxp india private limited,19.1470673,72.8355998,"5th Floor Techweb Centre, New Link Rd, Oshiwara, Andheri West, Mumbai, Maharashtra 400102, India","leisure, travel & tourism"
blue star air travel services (i) pvt. ltd.,19.0102247,72.8364494,"501 A,Naman Midtown, Senapati Bapat Marg, West near India Bulls Finance Centre, Fitwala Rd, Babasaheb Ambedkar Nagar, Prabhadevi, Mumbai, Maharashtra 400013, India","leisure, travel & tourism"
globetrot resource management private limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
insta tourism pvt. ltd.,19.129952,72.831822,"Lotus Trade Center, 4RHJ+XPP, New Link Rd, Sahakar Nagar, Azad Nagar, Andheri West, W, Maharashtra 400047, India","leisure, travel & tourism"
jetair tours private limited,19.063096,72.926124,"2nd Floor, Gundecha Onclave, Saki Naka, Andheri (E), Govandi Slums, Govandi West, Baiganwadi, Shivaji Nagar, Mumbai, Maharashtra 400072, India","leisure, travel & tourism"
nivalink tours and travels,19.0820398,72.8957612,"A-608,Neelkanth Business Park,Next To Vidya Vihar Railway Station, opp. Vidyavihar, Kirol Village, Vidyavihar West, Vidyavihar, Mumbai, Maharashtra 400086, India","leisure, travel & tourism"
wow holidays (world of wonders travel pvt. ltd.),19.074409,72.837369,"101, Vishwamitra, Swami Vivekananda Rd, opp. Sacred Heart School, Khar, Khar West, Mumbai, Maharashtra 400051, India","leisure, travel & tourism"
sachin travels limited,19.2273127,72.8626601,"Rai Dongri, Carter Road No.5, Borivali East, Chinchpada, Borivali East, Mumbai, Maharashtra 400066, India","leisure, travel & tourism"
ice - integrated conference and event management,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
strawberi holidays,19.0369642,72.8462856,"104, New Udyog Mandir-, 2, Mogul Ln, MTNL Telephone Colony, VSNL Colony, Mahim, Mumbai, Maharashtra 400016, India","leisure, travel & tourism"
etravel.co.in,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
antaeus rent a car pvt ltd,19.0976845,72.8459074,"101, Shirin Tower Shraddhanand Road Vile Parle (East )Mumbai-57, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057, India","leisure, travel & tourism"
rainbow trade fair tours pvt. ltd.,19.213076,72.8677039,"209, Rainbow Trade Fair Tours Pvt Ltd, V Mall, Western Express Hwy, near Sai Dham, Kandivali, Thakur Complex, Kandivali East, Mumbai, Maharashtra 400101, India","leisure, travel & tourism"
akbartravels.com,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
ithaka - free travel assistant,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
traveil voyages (india) pvt ltd,19.0759837,72.8776559,"Mumbai, Maharashtra, India","leisure, travel & tourism"
hind musafir agency ltd.,19.0112,72.8373323,"39th Floor, Sunshine Tower, Babasaheb Ambedkar Nagar, Dadar, w, Maharashtra 400013, India","leisure, travel & tourism"
akquasun holidays india pvt. ltd,19.1202973,72.8763067,"Options Primo, Unit No. 501/502, 5th floor Vijay Nagar, Flyover Bridge, Cross, 21st Rd, Shree Krishna Nagar, MIDC, Andheri E, Mumbai, Maharashtra 400093, India","leisure, travel & tourism"
the backpacker co,19.0723849,72.8290254,"4th floor, S.H. Ram Bldg, Plot no.20-A, Road no.18-A, Khar West, Next to Beacon High School, Khar, Khar West, Mumbai, Maharashtra 400052, India","leisure, travel & tourism"
world travel studio,19.0759695,72.8766029,"Office No. H-124, Kanakia Zillion LBS Marg, Junction, CST Road, Bandra Kurla Complex, Annexe, Mumbai, Maharashtra 400070, India","leisure, travel & tourism"
blue dart express limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
future supply chain solutions limited,19.1394638,72.869518,"400, 060, Jogeshwari - Vikhroli Link Rd, Shyam Nagar, Jogeshwari East, Mumbai, Maharashtra 400093, India",logistics and supply chain
allcargo logistics ltd,19.0724017,72.8646569,"Allcargo House, CST Road, Kolivery Village, Vidya Nagari, Kalina, Santacruz East, Mumbai, Maharashtra 400098, India",logistics and supply chain
arshiya international,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
the great eastern shipping co. ltd,19.0050675,72.8180816,"Ocean House, 134/A, B Wing, BDD Chawls Worli, Worli, Mumbai, Maharashtra 400018, India",logistics and supply chain
afl,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
delex cargo india private limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
capricorn logistics pvt. ltd,19.1151424,72.8690615,"13/13A, Keytuo Industrial Estate, 220, Kondivita Rd, Andheri East, Bhim Nagar, Andheri East, Mumbai, Maharashtra 400059, India",logistics and supply chain
apollo fiege,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
shadowfax technologies pvt ltd,19.1112507,72.9182881,"B/21 , Kailash estate , Veer savarkar Marg ghatkopar, Hiranadani Link Rd, Vikhroli (W, HMPL Surya Nagar, Vikhroli West, Mumbai, Maharashtra 400079, India",logistics and supply chain
teamglobal logistics pvt ltd,19.1081596,72.8840947,"Times Square, A Wing, 7th Floor Andheri - Kurla Road, Andheri East, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India",logistics and supply chain
radhakrishna foodland pvt ltd,19.1145451,72.8940966,"B/4057, Chandivali Farm Rd, Yadav Nagar, Chandivali, Powai, Mumbai, Maharashtra 400072, India",logistics and supply chain
lcl logistix (india) pvt ltd,19.0474979,72.9145609,"220, 2nd Floor, Sai Commercial Complex, Govandi Station Rd, Govandi East, Mumbai, Maharashtra 400088, India",logistics and supply chain
globelink ww india pvt.ltd.,18.9373201,72.8340118,"204, 1st Floor, National Insurance Building, Dr Dadabhai Naoroji Rd, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India",logistics and supply chain
xpressbees,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
drive india enterprisre solution limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
surat goods transport pvt ltd,19.0515614,72.9135779,"Swastik House, 1st Floor, Sanghvi Industrial Estate, Station Road, Behind U.S.Vitamin, Govandi East, B D L B Colony, Patwardhan Colony, Chembur, Mumbai, Maharashtra 400088, India",logistics and supply chain
hindustan cargo ltd.,19.1083965,72.9026029,"12B/1/002,Sukh Sagar Chs, Sangharsh Nagar, Chandivali, Andheri East, Mumbai, Maharashtra 400072, India",logistics and supply chain
rhenus logistics india (p) limited,19.0631205,72.8640459,"C 8, 2, G Block, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",logistics and supply chain
leeway logistics limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
mahindra logistics,19.1747978,72.8470213,"1A & 1B, 4th Floor, Techniplex 1, Techniplex Complex, Veer Savarkar Flyover, Goregaon West, Malad, Liliya Nagar, Malad West, Mumbai, Maharashtra 400062, India",logistics and supply chain
inland world logistics,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
bvc logistics,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
cargo service center india private limited,19.1100276,72.8792159,"B-201, 401, Marol Maroshi Rd, near Polaris, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India",logistics and supply chain
ial logistics emirates llc,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
sarjak container lines pvt ltd,19.1139637,72.8426223,"8th Floor, DLH Plaza Pluto Apartment, Swami Vivekananda Rd, opp. Shoppers Stop, Bharucha Baug, Parsi Colony, Andheri West, Mumbai, Maharashtra 400058, India",logistics and supply chain
haiko logistics india pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
grab (grab a grub services pvt. ltd),19.1163378,72.8567969,"8B, The Summit Business Bay (Omkar), Andheri - Kurla Rd, opposite PVR Cinemas, Gundavali, Andheri East, Mumbai, Maharashtra 400093, India",logistics and supply chain
aditya enterprises,19.1386339,72.8451379,"No. 108, Lily Annexe, Off, Swami Vivekananda Rd, Momin Nagar, Jogeshwari West, Mumbai, Maharashtra 400102, India",logistics and supply chain
hind terminals pvt ltd,19.1139725,72.8650909,"Atrium 215, 'A' wing, 501, Andheri - Kurla Rd, Hanuman Nagar, Andheri East, Mumbai, Maharashtra 400093, India",logistics and supply chain
credence logistics ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
casby logistics private limited,18.9380041,72.8338197,"Kashinath Building, 17, AK Nayak Marg, Azad Maidan, Fort, Mumbai, Maharashtra 400001, India",logistics and supply chain
global logistics solutions india pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
orchid shipping pvt. ltd.,18.9259717,72.8224036,"6Th Floor, Kalpataru Court, Bhd R K Studio, Chembur - E, Mumbai - 400074, Nariman Point, Mumbai, 400021, India",logistics and supply chain
v logis (india) ltd,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
kd supply chain solutions pvt ltd,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
mgh logistics india pvt. ltd.,19.1119739,72.8596544,"B-403, Satellite Gazebo, B. D. Sawant Marg, Guru Hargovindji Rd, Chakala, Andheri East, Mumbai, Maharashtra 400093, India",logistics and supply chain
cogoport,19.1177055,72.8714927,"6th floor, Ackruti Trade Centre, Rd Number 7, Kondivita, Andheri East, Mumbai, Maharashtra 400047, India",logistics and supply chain
tulsidas khimji pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
velex logistics pvt ltd,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
aqua logistics,19.1121924,72.8684828,"Trade Star Building, Andheri Kurla Road, J B Nagar, 4V69+V9H, Bhim Nagar, Andheri East, Mumbai, Maharashtra 400059, India",logistics and supply chain
shreyas relay systems ltd,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
cwcnsl,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
siddhartha logistics co. pvt. ltd.,19.106087,72.866119,"303/304, WING-D, 1, Chhatrapati Shivaji Maharaj Int'l Airport Rd, Kanti Nagar, J B Nagar, Andheri East, Mumbai, Maharashtra 400099, India",logistics and supply chain
maiia commodity management private limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
drive india enterprisre solution limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
stellar value chain solutions pvt. ltd.,18.9654994,72.8092202,"Gandhi Mansion, 20, Altamount Rd, Tardeo, Mumbai, Maharashtra 400026, India",logistics and supply chain
clearship group,19.0503072,72.9179717,"3W29+45H, Deonar Rd, Deonar, Govandi East, Mumbai, Maharashtra 400043, India",logistics and supply chain
patel integrated logistics ltd,19.0780673,72.8294205,"PATEL HOUSE, 48 Gazdar Bandh, North Ave, Indrajit Society, Vithaldas Nagar, Santacruz West, Mumbai, Maharashtra 400054, India",logistics and supply chain
avvashya cci,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
crystal logistic cool chain ltd,19.164785,72.8532266,"B/309,Virvani Ind.Estate, Peru Baug, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 400063, India",logistics and supply chain
seagull global logistics,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
j  m baxi group,18.935251,72.83977,"Dubash House, 15, J, N. Heredia Marg, Ballard Estate, Fort, Mumbai, Maharashtra 400001, India",logistics and supply chain
round the clock logistics pvt ltd,19.1196309,72.861284,"A 202, Classique Centre, Off Mahakali Caves Rd, Gundavali, Andheri East, Mumbai, Maharashtra 400093, India",logistics and supply chain
tlipl,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
wilson sandhu logistics,19.10511,72.8669209,"2, Swaroop Chamber, Sahar Pipe Line Road, Andheri East, Sahar Pipe Line Road, opposite Aai Import Warehouse, Kanti Nagar, J B Nagar, Andheri East, Mumbai, Maharashtra 400099, India",logistics and supply chain
jawaharlal nehru port trust,18.9281713,72.8222833,"15th floor, Express Towers, Nariman Point, Mumbai, Maharashtra 400021, India",logistics and supply chain
coldstar logistics,19.085512,72.887762,"Unit No. 1, Level 1, Phoenix Market City, 15, Lal Bahadur Shastri Marg, Kurla Kamani, Kurla West, Kamani, Ashok Nagar, Kurla, Mumbai, Maharashtra 400070, India",logistics and supply chain
saami tradestar logistics ltd.,19.1248302,72.8466082,"02, 22 Business Point, Opp Andheri Sub Way, S.V. Road, Andheri West, Fish Market Area, Navneeth Colony, Andheri West, Mumbai, Maharashtra 400058, India",logistics and supply chain
penta freight pvt. ltd.,19.1078797,72.8837987,"902, A wing, Unit No-2, Times Square, Andheri - Kurla Rd, Gamdevi, Marol, Naka, Mumbai, Maharashtra 400059, India",logistics and supply chain
simons shipping pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
dhl india,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
vamaship,19.1109893,72.861613,"Solitaire Corporate Park, Guru Hargovindji Rd, Dr. Charatsingh Colony, S B Singh Colony, Chakala, Andheri East, Mumbai, Maharashtra 400093, India",logistics and supply chain
saigal seatrade,19.021824,72.835085,"2 JV House, D.S., DS Babrekar Marg, Dadar West, Dadar, Mumbai, Maharashtra 400028, India",logistics and supply chain
city transport syndicate pvt. ltd.,18.9393829,72.8384973,"4th Floor, Gulab Building, 237, P D'Mello Rd, opp. GPO Parcel Entrance, Indira Docks, Mumbai Port Trust, Fort, Mumbai, Maharashtra 400001, India",logistics and supply chain
greenwich meridian logistics india pvt ltd,19.116031,72.890635,"504, Shrishti Plaza, Behind Amar Tara Plastics,, Saki Vihar Rd, Tunga Village, Chandivali, Andheri East, Mumbai, Maharashtra 400072, India",logistics and supply chain
eastern cargo carriers (i) pvt.ltd,19.1067099,72.8581363,"Office No 25/26/27, Adarsh Industrial Estate, Chakala, Sahar Road, Andheri East, Mumbai, Maharashtra 400099, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400047, India",logistics and supply chain
fec,19.1593396,72.8426859,"602, Anant Basera, S S Patkar College Road, Siddharth Nagar, Goregaon West, Mumbai, Maharashtra 400062, India",logistics and supply chain
baipl,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
freightbro,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
gateway distriparks ltd.,18.9255728,72.8242222,"112, Mittal Court, B Wing, Nariman Point, Nariman Point, Mumbai, Maharashtra 400021, India",logistics and supply chain
fnd logistics private limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
quifers,19.1218539,72.8658667,"Office No. 502, Kaatyayani Business Centre, Off Mahakali Caves Rd, MIDC, Andheri East, Mumbai, Maharashtra 400093, India",logistics and supply chain
ags world transport india pvt. ltd.,19.1139331,72.85957,"706, C-wing, Pramukh Plaza, Cardinal Gracious Road, Chakala, Andheri East, Andheri East, Mumbai, Maharashtra 400099, India",logistics and supply chain
swift freight,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
comet,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
shipwaves.com,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
k line india pvt ltd,18.9950296,72.830721,"Unit No 1001,10 Floor, “C” Wing, Marathon Futurex, Mafatlal Mills Compound, NM Joshi Marg, Lower, BDD Chawl, Lower Parel, Mumbai, Maharashtra 400013, India",logistics and supply chain
ocean transworld logistics pvt. ltd.,19.1073241,72.8639405,"503, B-Wing, Silver Astra, Above PMC Bank, Taruvel CHS, J.B. Nagar, Tarun Bharat, Andheri East, Mumbai, Maharashtra 400099, India",logistics and supply chain
fretlog india pvt. ltd.,19.0486708,72.9142727,"1002, SANJONA CHAMBER, BS Devashi Marg, opp. International Institute for Population Sciences (IIPS) Deemed University, Ministry of Health & Family Welfare, Deonar, Govandi East, Mumbai, Maharashtra 400088, India",logistics and supply chain
freight tiger,19.1102358,72.8801167,"201-B, Polaris Building, Makwana Rd, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India",logistics and supply chain
rushabh sealink  pvt ltd,19.0727711,72.8768054,"Rushabh Sealink & Logistic Pvt Ltd, Unit No. FF-A-10, Art Guild, SEEPZ North Gate (Gate no. 3), : PHOENIX MARKETCITY, 3, Lal Bahadur Shastri Rd, Ambedkar Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",logistics and supply chain
ept global logistics pvt ltd,19.1104039,72.8827688,"208, Shivai plaza, Andheri - Kurla Rd, Gamdevi, Marol MIDC Industry Estate, Andheri East, Mumbai, Maharashtra 400059, India",logistics and supply chain
veritas logistics pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
sea-air freightworks pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
express industry council of india,19.097404,72.868916,"Airport Road, 3VW9+XH7, Chhatrapati Shivaji International Airport Area, Andheri, Navpada, Sahar Village, Vile Parle, Mumbai, Maharashtra 400099, India",logistics and supply chain
globus logisys pvt.ltd.,19.1166341,72.8850729,"C-48, Raj Industrial Complex, Military Rd, Marol, Andheri East, Mumbai, Maharashtra 400059, India",logistics and supply chain
indus momentus business solutions,19.0759837,72.8776559,"Mumbai, Maharashtra, India",logistics and supply chain
fast forward logistics - india,19.0683387,72.8777952,"B-26, Sayba Palace, 2nd Floor, New Mill Road, Kurla (W), BMC Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",logistics and supply chain
gitanjali gems ltd,18.994302,72.824081,"XRVF+PJG, Lower Parel, Mumbai, Maharashtra 400013, India",luxury goods & jewelry
hari krishna exports pvt. ltd.,19.0629494,72.864477,"Laxmi tower, A wing,8th Floor, Bandra Kurla Complex, Bandra East, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",luxury goods & jewelry
tara jewels limited,19.0759837,72.8776559,"Mumbai, Maharashtra, India",luxury goods & jewelry
firestar diamond group,19.0810924,72.8861487,"Ground Floor, Kohinoor City, Tower-2, B-Wing, Kirol Road, Kurla West, opp. LBS Marg, Premier Residencies, Kurla, Mumbai, Maharashtra 400070, India",luxury goods & jewelry
shree ramkrishna exports pvt. ltd.,19.0759837,72.8776559,"Mumbai, Maharashtra, India",luxury goods & jewelry
dimexon diamonds,19.0759837,72.8776559,"Mumbai, Maharashtra, India",luxury goods & jewelry
kiran gems private limited,19.0655349,72.8650866,"FE5011, Bharat Diamond Bourse, G Block BKC, Bandra Kurla Complex, Bandra (E, Mumbai, Maharashtra 400051, India",luxury goods & jewelry
sunjewels group,19.1258698,72.8747046,"605 & 606, Multi-Storied Building, Seepz, Andheri East, Mumbai, Maharashtra 400096, India",luxury goods & jewelry
nirav modi,19.0759837,72.8776559,"Mumbai, Maharashtra, India",luxury goods & jewelry
suashish diamonds ltd.,18.9545819,72.8158594,"Mehta Mahal, 15, Mathew Rd, Charni Road East, Opera House, Girgaon, Mumbai, Maharashtra 400004, India",luxury goods & jewelry
dharmanandan diamonds pvt ltd,19.0657118,72.8651557,"7081-82, F Tower, Bharat Diamond Bourse,, Bandra Kurla Complex, Bandra(E),, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",luxury goods & jewelry
dharmanandan diamonds pvt ltd,19.0657118,72.8651557,"7081-82, F Tower, Bharat Diamond Bourse,, Bandra Kurla Complex, Bandra(E),, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",luxury goods & jewelry
blue star diamonds,19.064507,72.8647255,"CE-9010, 9th floor, Tower- C Bharat Diamond Bourse, Bandra Kurla Complex Rd, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",luxury goods & jewelry
gia india laboratory pvt. ltd,19.0726736,72.871089,"10th Floor, Trade Centre, Kolivery Village, MMRDA Area, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400098, India",luxury goods & jewelry
